Graph Size,Cut Value
8,4.861857597837915
8,5.319134326997586
8,6.227164507911614
8,2.6651958428498235
8,1.0256213604852369
8,2.6604812913809583
8,1.5847926319409087
8,6.735085265894257
8,5.120763287602806
8,0.07915565555101622
8,3.9368255932521743
8,4.930340563910405
8,1.222259226043008
8,0.7835322628015544
8,2.187841223068161
8,0.033055021804284046
8,6.070795004413684
8,1.239129177915244
8,4.760751683072593
8,4.23575396245133
8,4.745467778244842
8,7.396291087210825
8,4.579138926656607
8,1.652323322257882
8,1.9836579864316355
8,0.5240279976033537
8,0.7274723413137372
8,1.8361525406579178
8,3.4018157806396605
8,6.494045878118408
8,2.1786748290350637
8,0.2042225461093744
8,7.242884791524444
8,0.9945143858214031
8,1.9829392475515444
8,0.5387503313708302
8,0.41816842161674683
8,1.5097300510177987
8,1.2276495951996216
8,8.31304842932677
8,0.01246540111029526
8,0.18052228202277454
8,4.760751683072661
8,4.745183172377285
8,6.18616008228092
8,4.603270380713679
8,5.297784071926587
8,4.760751683072611
8,4.521110459532782
8,3.8305443847551044
8,2.4031661523471755
8,0.13214913344649293
8,0.9378357264579673
8,6.458291136676273
8,6.490826432833963
8,5.410670115313332
8,1.6444251300856987
8,1.6196294523957562
8,4.76075168307262
8,1.0055179170595165
8,0.006416169541433647
8,0.42641710029154334
8,7.020129907409228
8,0.09446632317153159
8,5.4740677923455205
8,4.494809288814057
8,0.5899807620454762
8,6.5659681524578914
8,2.110669707758884
8,1.7883570980212082
8,6.274615460952919
8,4.760751683072655
8,6.946990274183147
8,1.238591873071302
8,1.045704514145914
8,2.864952098343374
8,4.760751683072538
8,2.8950983286932424
8,4.760751683072609
8,2.845020899212504
8,0.16267264156520633
8,0.561203239742146
8,5.297034385080953
8,0.36089845025477796
8,1.1222058098377825
8,0.009416919670563073
8,4.760751683072614
8,6.421032960632917
8,6.384937145819688
8,1.8816795516164238
8,1.4822208469818743
8,2.8818441345885066
8,2.2764185415183453
8,1.554213342864511
8,2.116922352171747
8,0.47721414803479023
8,4.760751683072594
8,2.019634204123949
8,4.73256027806103
8,4.760751683072712
8,5.606196766847208
8,4.366653766919207
8,1.6162800439693055
8,1.6248221561556826
8,0.43247214686027113
8,6.345235730714991
8,4.76075168307261
8,4.397585111874636
8,6.006790393523272
8,0.6838756865200055
8,0.2824278756277585
8,6.615470093045674
8,6.231767730835577
8,2.0022722374042807
8,0.0571128874682193
8,2.380376939689797
8,1.377755078483179
8,4.76075168307271
8,0.41885443482797136
8,2.8099075347030213
8,0.005268324501749189
8,1.53928115308132
8,0.11251014144117566
8,2.8478463852992943
8,5.259242406463805
8,1.0830942639728822
8,5.3324408853603735
8,4.4845103492589
8,4.760751683072573
8,4.4719571990009275
8,0.10295944255328499
8,4.760751683072576
8,2.3803605864036927
8,1.1668286182898635
8,6.485812698005691
8,6.128187060795149
8,0.1571611549455541
8,2.119669564641768
8,6.452841480166706
8,1.094813276987835
8,2.4462254975707705
8,0.28309044656479426
8,4.6661041461890225
8,1.5342297843643995
8,4.760751683072546
8,1.855248399588848
8,6.402292725039594
8,0.02493338158932673
8,0.34595324099780717
8,5.612654362220428
8,2.8780487645814956
8,2.0463033212627293
8,4.164776856902709
8,0.9861185394560239
8,7.175588374248895
8,2.516278994422437
8,6.519398324188297
8,4.137902144331483
8,4.307558313033047
8,6.487882365436522
