Graph Size,Cut Value,Time
8,49,0.0
8,69,0.0
8,63,0.0
8,39,0.0
8,45,0.008124113082885742
8,65,0.0005838871002197266
8,54,0.0
8,55,0.0
8,62,0.0
8,55,0.007787466049194336
8,39,0.0020444393157958984
8,53,0.0019998550415039062
8,47,0.0
8,42,0.004196643829345703
8,66,0.0003597736358642578
8,29,0.002462148666381836
8,62,0.0
8,55,0.0
8,74,0.0
8,67,0.0058956146240234375
8,85,0.0015263557434082031
8,50,0.0
8,67,0.0
8,59,0.007121562957763672
8,62,0.0
8,53,0.0
8,54,0.007900714874267578
8,78,0.0007226467132568359
8,60,0.0
8,53,0.0
8,65,0.0075757503509521484
8,39,0.0
8,56,0.0
8,64,0.0
8,48,0.0
8,66,0.00771641731262207
8,46,0.0
8,66,0.0
8,71,0.0
8,81,0.0
8,63,0.008769512176513672
8,63,0.0
8,82,0.0
8,44,0.0
8,59,0.0
8,56,0.008344650268554688
8,53,0.0
8,71,0.0
8,43,0.0
8,44,0.0
8,36,0.008805513381958008
8,47,0.0
8,70,0.0
8,50,0.0
8,51,0.0
8,72,0.008337259292602539
8,72,0.0
8,47,0.0
8,58,0.0
8,84,0.0
8,53,0.008572101593017578
8,58,0.0
8,78,0.002676248550415039
8,54,0.0009996891021728516
8,56,0.0020017623901367188
8,46,0.00099945068359375
8,47,0.000997781753540039
8,42,0.0010008811950683594
8,43,0.002002239227294922
8,63,0.0010004043579101562
8,68,0.0018112659454345703
8,68,0.0012636184692382812
8,38,0.002508401870727539
8,59,0.0005562305450439453
8,53,0.0
8,56,0.004215717315673828
8,71,0.002007722854614258
8,49,0.0009999275207519531
8,42,0.0010020732879638672
8,56,0.002001523971557617
8,48,0.0009963512420654297
8,66,0.0015749931335449219
8,60,0.0010020732879638672
8,52,0.001001119613647461
8,27,0.0015037059783935547
8,61,0.0
8,52,0.0
8,57,0.00474095344543457
8,47,0.0009987354278564453
8,54,0.002606630325317383
8,55,0.0
8,51,0.004716396331787109
8,55,0.0019986629486083984
